评论时间,昵称,评论内容
2020-10-07 11:47:23,-_---____--_-_-_--,那个是质子不是杀罗辑的机器人服务员
2020-10-07 11:42:41,-_---____--_-_-_--,二级文明也是地球自己编的，当娱乐来看看就好了，这个等级不严谨
2020-10-07 10:54:25,星野日向H2SO3,黑，真TM的黑啊
2020-10-07 09:16:56,我负责起舞柱间负责付钱,桥豆麻袋内，叫你超越了吗[奸笑]
2020-10-07 06:25:56,翼德小哥,针眼大师的画
2020-10-07 05:55:55,萐雿,唯一不可阻挡的是时间，它像一把利刃，无声地切开了坚硬和柔软的一切，恒定的向前推进着，没有任何东西能够使它的行径产生丝毫颠簸，它却改变着一切。
2020-10-07 01:12:58,望心不见月,🤔82年的拉菲?
2020-10-06 23:52:08,雨打阁楼闻听曲,合着您还高人一等了？麻烦学完生物再来对线。
2020-10-06 23:39:13,梧桐少女nian,nb
2020-10-06 23:37:27,梧桐少女nian,我在这里！我在这里！
2020-10-06 23:27:05,梧桐少女nian,用文火
2020-10-06 23:13:28,梧桐少女nian,赶紧下载！不然又要VIP了
2020-10-06 22:40:03,时间Dely,第一，生存是文明的第一需要；第二，文明不断增长和扩张，但宇宙中的物质总量保持不变。[多多耍酷]
2020-10-06 22:18:52,猫灬男,黑，真tm黑啊
2020-10-06 22:13:56,翰翰1809,宇宙是一座黑暗森林，每个文明都是带枪的猎人
2020-10-06 20:57:08,H_X_T猫头鹰,类人猿
2020-10-06 20:04:26,AMFSuphi,像墓一样简洁
2020-10-06 19:56:35,AMFSuphi,在宇宙中是很难遇上的，其次智子已经没了，找到星舰人类的几率微乎其微。
2020-10-06 19:06:17,陌路MMZ,我去，有画面感了
2020-10-06 18:51:00,h羽翼渐丰,消除人类暴政，世界属于三体。
2020-10-06 17:40:01,枫叶城六弦阁檐下孤蓑,可能，接受过来自其他文明的血的教训
2020-10-06 17:36:04,枫叶城六弦阁檐下孤蓑,大刘还想写？！细思极恐！
2020-10-06 17:27:50,枫叶城六弦阁檐下孤蓑,不要回复！不要回复！不要回复！
2020-10-06 17:27:30,枫叶城六弦阁檐下孤蓑,为什么？想没想过归零者，是“它们”而不是“它”一个强大的文明集团
2020-10-06 17:23:08,枫叶城六弦阁檐下孤蓑,他？最后没什么用，在最后一刻他心软了，哈哈哈
2020-10-06 16:04:16,人语湖口笙,对
2020-10-06 15:43:22,one哥忠实粉,然鹅并没有什么用
2020-10-06 14:52:28,deadpool耶耶耶,铁基生命，我在阿西莫夫的机器人系列中看到过...
2020-10-06 14:30:20,猎鹰特战队员3号,水是剧毒的
2020-10-06 14:25:30,楠楠教教主,1+1＝2，1+2＝3……你懂我意思吧
2020-10-06 13:47:03,執星春,其实说实话，三体人应该做到斩草除根，如果杀掉逻辑，那么先前参与过毁灭那个星球的人也会马上通过太阳传达三体文明，而三体文明目前只有一个水滴到达。而如果关闭太阳，也应该再来毁灭逻辑，这样才是斩草除根
2020-10-06 13:45:08,執星春,请您记住虫子，永远没有被真正的打败。400年，哪怕是在文明的阻拦下，也能发展到放眼人的300年，不就是最好的证明吗
2020-10-06 13:42:57,執星春,就算是中级文明，也没有二项不等武器
2020-10-06 13:42:33,執星春,人类应该是那个傻孩子，既然已经得知三体文明要来进攻，而在逻辑的帮助下，他们没有进宫来，然而慢慢的从大人变回了孩子在温室里的花，永远经不起摧折
2020-10-06 13:41:21,執星春,威慑100%，也就是如果一旦发起入侵，那么她将会一定的发射黑暗森林威慑，但如果是其他人，比如说90%，那么也就只有九成几率会发射，剩下的一层得看
2020-10-06 13:39:51,執星春,并不是质子，那应该是其他的文明，坐在篝火旁的那两个人，应该就是地球与三体文明，他们两个已经暴露了自己，当然会坐在火沟旁边了
2020-10-06 13:39:26,執星春,那就是其他的文明在虎视眈眈的盯着两个文明，因为他们两个文明已经暴露了在了所有的文明当中，当然会被盯上
2020-10-06 13:38:28,執星春,该醒来了，虫子
2020-10-06 13:37:45,執星春,谁！我？不不，不是我，我没有那种能力。
2020-10-06 13:36:20,執星春,那两个坐在篝火旁的男孩，就像地球和三体方面一样，而他们身后的则是无穷无尽的宇宙，也有很多的文明，在一直盯着他们
2020-10-06 13:35:51,執星春,既然你已经把自己置于险地，那么我们就更不需要考虑了，灭亡你们哼不也更好吗？
2020-10-06 13:35:27,執星春,但人类还没有那种实力
2020-10-06 13:34:36,執星春,并不是程心选择了面壁人，而是人类选择了程心。既然人类做出了选择，就要为做出的选择而获得应有的代价，有德才有吗？对吧，太阳系被毁灭，这就是应有的代价，这就是人类为自己的狂傲，自大所付出的代价，说实话，真的，人类不配拥有罗辑（逻辑）人类永远是狂傲自大的物种最终也为自己而付出了相应代价
2020-10-06 11:29:24,璀璨群星焕光辉,这个想法很妙
2020-10-06 11:27:52,璀璨群星焕光辉,那么它们为何不把其它文明先打趴下?这个也值得思考
2020-10-06 11:25:17,璀璨群星焕光辉,为啥不可能是我们杀光人类制造了一个以人类基因序列码为蓝图的躯壳呢？我们本体可能是非肉眼可见物质的
2020-10-06 11:18:43,璀璨群星焕光辉,并不是所有智慧生命都会有恐惧与猜疑的本能，有的文明可能只有理智而无情绪
2020-10-06 11:18:29,obitine-obisiri,其实屌丝男还送了个小宇宙
2020-10-06 11:15:14,璀璨群星焕光辉,或许它从诞生就是无所畏惧的，而后凭借无所畏惧与幸运一路打杀，顺风顺水的没有被消灭，因此文明特性成了无所畏惧的那种，虽然可能性非常小，但是宇宙很大，这种无所畏惧又幸运的文明也能成长起来，比如人类中天生的至死也顺风顺水的骄傲之人不在少数。
2020-10-06 11:09:22,璀璨群星焕光辉,也或许归零者文明不是一个文明而是宇宙主意识的具化，其注视着宇宙文明，一旦不符合其意图就重置宇宙，在暗中保留得其心意的文明。宇宙能诞生智慧生命，说明其本身就是一种什么样的体验。
2020-10-06 11:03:12,璀璨群星焕光辉,或许它是当前宇宙时期的第一个文明，且在发展至中高级文明时，宇宙的其它地区仍未有智慧什么时候，甚至可以大胆猜想，其余我们自己都是归零者自己播种幕后抚养的
2020-10-06 10:58:56,星战aaa,是三体X
2020-10-06 09:04:07,非正弦交变电,“三日凌空，世界刚刚毁灭！世界刚刚毁灭！脱水，脱水！”
2020-10-06 01:50:52,rain爱琴海ray,冰湖说:我呢阿巴阿巴阿巴
2020-10-05 22:41:42,waw_0101,把字刻在石头上
2020-10-05 21:22:24,-_---____--_-_-_--,球形闪电是三体前传你可以去看看
2020-10-05 20:53:53,MC200120,"二维加二维,等于四维(雾)"
2020-10-05 20:49:15,MC200120,自然选择，前进四[大笑]
2020-10-05 17:01:49,完全無欠乇一卜,主核买吗？
2020-10-05 17:00:20,完全無欠乇一卜,别说一辈人类可能都活不到那时候
2020-10-05 16:58:18,憨批_bYHF,别忘了叶文洁给罗辑讲黑森的时候智子在围观
2020-10-05 16:53:57,憨批_bYHF,5斤水hhhhc
2020-10-05 16:51:41,憨批_bYHF,操！——史强（滑稽）
2020-10-05 16:51:24,完全無欠乇一卜,不，是太黑没过审
2020-10-05 16:50:13,完全無欠乇一卜,看不起汪淼是不是
2020-10-05 16:46:43,完全無欠乇一卜,绿色葡萄酒
2020-10-05 16:44:25,完全無欠乇一卜,在原著中说过早期宇宙中的文明较少也基本都不懂黑暗森法则，也都没有打击能力
2020-10-05 16:43:07,南风知意-吹梦江源,原作者看完焕然大悟系列
2020-10-05 16:40:08,南风知意-吹梦江源,罗辑，我是你的破壁人——绿葡萄酒
2020-10-05 16:30:32,完全無欠乇一卜,是短期冬眠药，但要是没有体外循环装置就会死但死的很舒服，所以在危机纪元后期多用于自杀
2020-10-05 14:50:02,31342457557343464572hsishdhdg,你这么说的话，只有距离地球十万光年以上的宜居星系，文眀等级才会比地球高，这里的发展速度是以人类文明作为标准单位的，别喷（人类的发展速度应该算快了吧？）
2020-10-05 14:40:46,31342457557343464572hsishdhdg,还有八万年才能飞到离人类最近的恒星——半人马座a系C星 比邻星
2020-10-05 08:43:45,_愉悦怪_,预言？[西西疑问]
2020-10-05 02:32:16,楠楠教教主,从三维来看多维的世界其实是一种幻想
2020-10-05 02:31:15,楠楠教教主,万一我就是不存在的？万一这些言论就是你的言论？
2020-10-05 02:23:55,晨星_GDSO,看过三体的都不会这么认为
2020-10-05 00:44:15,想小酣,这里确定呢
2020-10-05 00:42:44,澄府工造,食堂第一法则！饭菜有限！
2020-10-05 00:41:16,想小酣,国王的新画师饕餮海深水王子我们这个伟大的家族在我这带就要结束了北欧伊甸园量子舰队摇篮装置思想钢印黑暗森林
2020-10-05 00:37:48,想小酣,要多想我只能告诉你要多想
2020-10-04 23:10:14,师傅是神马,然后预言了一堆东西。
2020-10-04 23:09:01,师傅是神马,结局的所有可能书中的线索够分析了
2020-10-04 22:59:25,Kam_Ray,失去人性失去很多，失去兽性失去一切
2020-10-04 22:36:22,晨夕ff,黑，真tm黑
2020-10-04 21:49:35,尘封的六明,我们都变成魔鬼了
2020-10-04 20:14:33,普瑞赛斯l,可是三体人也可以威慑地球啊[大哭]，地球和三体是终极威慑，两边是同归于尽的啦
2020-10-04 20:06:14,红之魔神-梵星,个人觉得宇宙没有毁灭。程心留下的五公斤。终究会被归零者找到。投入新世界。最后，是人类选择了一切。选择了面壁人，压制三体。选择了程心，毁灭地球。一切都是命中注定。
2020-10-04 19:56:31,红之魔神-梵星,你是魔鬼吧？
2020-10-04 19:55:36,红之魔神-梵星,不然哪里有勇气来把宇宙都给归零。
2020-10-04 19:55:11,红之魔神-梵星,归零者不可能连那五公斤物质都找不到。
2020-10-04 19:50:51,红之魔神-梵星,震惊！执剑者的背后到底是？大家好，这里是小编看世界。相信大家对于执剑者罗辑很好奇吧。众所周知……大家对于这件事有什么看法呢？把评论打在下面告诉小编吧。
2020-10-04 19:48:01,红之魔神-梵星,在宇宙中有无数个万一。万一刚开始就有生命了。万一我们无法看透这个世界。在无数个万一之中。我们不容易成功。要为之死去无数人。才有万分之一的可能。在无数的可能性中。能找到我们的万一。
2020-10-04 19:41:22,红之魔神-梵星,感觉就像被一切逼疯的陈心。
2020-10-04 19:37:16,二进制的啊噗撸派,看完三体都给我看出星空恐惧了
2020-10-04 19:02:20,王德w发,丁仪:傻孩子们，快作弊呀！
2020-10-04 18:58:47,王德w发,90％到98％
2020-10-04 18:57:23,王德w发,托马斯维德:什么，程心是自己人？
2020-10-04 18:56:23,王德w发,什么，程心是自己人？
2020-10-04 18:55:24,王德w发,虫子很渺小，但他们忘了，人类从没真正战胜过虫子，敬虫子
2020-10-04 18:42:18,最后的希望ipby,你选一样东西吧.看了看，选择了一盆金鱼.
2020-10-04 17:19:40,法外狂徒_章三,哦~
2020-10-04 14:43:32,正版钻石滑稽,向文明低头！二向箔:听不见！
2020-10-04 14:37:53,咸鱼之骑士,面对面壁着的笑容[奸笑]
2020-10-04 11:20:09,南风知意-吹梦江源,我选8，死神程心圣母永恒[流泪]
2020-10-04 11:17:48,南风知意-吹梦江源,主:我不在……哥，哥你冷静啊！等等我下个输入法……麻蛋人类的语言怎么这么麻烦……卧槽网卡了……
2020-10-04 09:27:00,他刚才又,次声波氢弹
2020-10-04 09:25:48,他刚才又,维德呢
2020-10-04 09:24:53,他刚才又,我爱你，与你何干，毁灭你，又与你何干？
2020-10-04 00:01:01,沙漠-Desert,三日凌空[奸笑]
2020-10-03 22:56:28,一个滑铲王青争,我们，是同志了。
2020-10-03 22:30:45,bili南辰鸭,面壁者罗辑，我是你的破壁人
2020-10-03 22:28:45,bili南辰鸭,六分仪我i了
2020-10-03 20:07:30,白上千雪,表明了，他们又都拥有黑暗，这张封面真的绝
2020-10-03 20:06:52,白上千雪,这张封面绝了光外的各种生物表示外星文明多像森林一样又是在光外面表示了黑暗，两个小孩围坐在一起，表示了最近的三体文明和人类文明，他们的眼神无助又迷茫，但相坐在，火堆边，表示了他们之间已经没有争执，在同一片火堆下，表示他们都选择了同样的路，逃避，不让黑暗罩到这，还有那个背后的影子
2020-10-03 18:07:30,某只被改成渗透单位的天启,你回复错了吧？
2020-10-03 18:05:48,杠精26566,这句很明显别人说过了，再来（滑稽滑稽滑稽滑稽滑稽滑稽滑稽滑稽滑稽滑稽滑稽滑稽滑稽滑稽）
2020-10-03 16:20:38,十点多_iVmQ,8
2020-10-03 16:10:20,星野日向H2SO3,生存的最大障碍不是弱小与无知，傲慢才是
2020-10-03 15:18:49,花京院_典明_,维德，他是恶魔！
2020-10-03 15:12:50,北斗7鹿,张北海应该是去找灭火器了。
2020-10-03 15:11:59,北斗7鹿,他可能是这个宇宙的创造者，所以他宇宙其实是他的一次实验中创造出来的。可以用仪器来控制宇宙。
2020-10-03 15:05:18,北斗7鹿,怪不得地球上有这么多怪物，想一下子一个老大的信号枪苗着地球飞过去，这不就一把，怎么每次都被外星文明发现了，源源不断的派过外星人过去。
2020-10-03 14:18:01,万里小草,服务器：正道的光
2020-10-03 14:17:47,万里小草,傻孩子的火堆点燃了黑暗森林。于是他被服务器ban了。
2020-10-03 12:32:05,超高校级的Asriel,加油，这是面壁计划的一部分
2020-10-03 12:09:59,Kingof僵尸,哈哈哈哈哈哈哈哈哈(ಡωಡ)hiahiahia
2020-10-03 11:06:44,北海啊-要多想,我不知道你在这，不然我会常来看你的
2020-10-03 09:42:29,一只永远单身的狗剑客,汽化了（doge）
2020-10-03 09:40:19,一只永远单身的狗剑客,你们，是虫子
2020-10-03 09:35:53,板木JPMOU,主要是程心知道自己的圣母形象，知道自己如果参加竟选一定会被选上，更知道自己并没有当任执剑者的能力，但她还是参加了竞选
2020-10-03 09:29:55,板木JPMOU,你又在冒充伟大的先知了，这里是乱纪元
2020-10-03 09:28:37,板木JPMOU,叶文洁:好的。    监视员:......
2020-10-03 09:28:05,一只平平无奇的大白鹅-颜颜,加个呵呵效果更佳哦
2020-10-03 09:07:36,板木JPMOU,评论区里秀儿多
2020-10-03 03:40:03,普瑞赛斯l,褚岩呢，蓝色空间号舰长，延续了人类文明(银河系人类)，仔细想你会发现他是另一个章北海，甚至更强
2020-10-02 23:15:02,丨KATE丨,在必定为敌的双方中，对对手仁慈就是对自己的残忍，程心选择了仁慈，人类选择了程心，也就选择了死神
2020-10-02 22:34:56,大仙是信仰z,罗辑，不得不说我佩服你
2020-10-02 22:01:55,全世界最好的暮合,程心只不过是个工具人罢了
2020-10-02 21:01:46,woc圄困囿囡囚,为什么没有早点发现这首歌
2020-10-02 18:21:27,流年澹澹,说不定有人之前还丢歪了[鬼脸]
2020-10-02 17:47:22,东方-延续,有种美丽叫庄严的孩子——想干细胞一样美丽
2020-10-02 17:41:52,东方-延续,有种平淡叫罗辑——像墓碑一样简洁
2020-10-02 17:38:07,丨KATE丨,维德唯一的缺点就是枪法太烂，当时就该一枪爆了内个憨憨
2020-10-02 17:37:26,东方-延续,ghost啊
2020-10-02 17:05:26,万里小草,永 久 反 弹
2020-10-02 15:58:54,基金会之光,高纬度空间比他厉害点呀
2020-10-02 14:36:19,Monkiing,病名为爱？
2020-10-02 12:55:24,局部钙质化,碑是那么小，与其说是为了纪念，更像是为了忘却
2020-10-02 11:05:03,Handsomeboy619,等歌者的二向箔到了，太阳都不知道接受了多少张二向箔了。。。
2020-10-02 11:04:44,陌狸喲,傻孩子们，快跑啊！
2020-10-02 10:18:58,KAI_lo,程心没有执剑的勇气还要坚决竞选执剑人，多少沾点
2020-10-02 01:54:30,哦日,都一样
2020-10-02 00:36:47,末影小黑ace,率先知道了这些规则，于是加快发展，在大部分文明才顿悟时回头发现，归零者已然成为一个神级文明的团体，进而逃脱了猜疑链的控制，在被比它低级的文明发现时，也不屑一顾，至此也不在遵循黑暗森林法则。
2020-10-02 00:30:37,末影小黑ace,经过仔细看书可以发现，归零者是个团体，或是多种神级文明的共合体。至于说在他们早期之前是如何破解猜疑链的呢，首先我觉得发展到一个神级文明得需要很久，那么归零者（团体）他们是诞生于宇宙所有文明都是“孩子”的时期，包括归零者。但在大部分文明还在懵懵懂懂的时候，归零者他们可能在意外下
2020-10-01 23:14:47,流年澹澹,其实小说有个细节，歌者文明的二向箔是直接投的，而毁灭太阳系的二向箔是飞船发射的。
2020-10-01 23:14:32,流年澹澹,其实小说有个细节，歌者文明的二向箔是直接投的，而毁灭太阳系的二向箔是飞船发射的
2020-10-01 21:53:08,超高校级的Asriel,"GGGGGGGGGGGet upppppppppppp,Mr.Meeseks!"
2020-10-01 21:01:57,哆啦哆啦酱885,《朝闻道》中星云文明是最高文明（注不是m78星云）他们为宇宙真理奉献出了自己整个文明而宇宙真理又掌握在排险者手中达到超神级文明可能性几乎为零
2020-10-01 20:48:29,wPokerFace,我三牛逼
2020-10-01 20:40:21,账号已注销但老子又tm申请回来了,三体里描写到，一个手拿绞索的人是危险的，但如果把绞索套到自己脖子上就是安全的了。但宇宙中谁有心思管你套哪？你拿着绞索本来就危险，还不如先灭了再说，就像一只掐着自己脖子的蚂蚁，你会管这蚂蚁有无害？蚂蚁不管怎么都没用，肯定有人不理解蚂蚁的行为，直接清理。所以，唯一的安全声明就是降维
2020-10-01 20:23:48,账号已注销但老子又tm申请回来了,是宇宙中无数的猎人
2020-10-01 15:29:24,咒念怨,有点不现实，首先如果要水滴要抓了话会被检测到，罗辑应该是会按下去的。第二点就非常重要了:三体人看不懂，目前三体人还只是会简单的谎言，对于爱，他们不懂，也不会去想，因为再三体人眼里这是累赘
2020-10-01 14:43:08,小花雨_,科 技 碾 压
2020-10-01 13:11:54,-OLD-KING,预防胜于救灾，警惕永不松懈。森林防火，从我做起。
2020-10-01 13:08:10,三体-执剑人罗辑,宇宙早期光速无限（写那么多字，一句话不就解决了吗！）
2020-10-01 13:04:13,有出息的男孩,封面的眼睛是质子么
2020-10-01 11:43:49,潇家大少,陨石子弹
2020-10-01 11:37:03,kernel-wxw,第一：生存是文明的第一需求第二：文明在不断扩张和收缩，但宇宙中的物质总量保持不变
2020-10-01 10:43:33,忧郁的王子2007,顾铁，我是您的催更人。（doge )
2020-10-01 10:16:15,杪l夏,明天，太阳还会照常升起
2020-10-01 09:59:13,阿干190628,黑，真TM的黑啊
2020-10-01 09:58:05,阿干190628,葡萄酒
2020-10-01 09:37:10,mlnjan,“我对三体世界说话”——罗辑
2020-10-01 08:42:10,落星陨辰,没提到，反正按照设定，最开始的开发新伊甸的时候的地球已经是星际文明了，所有新伊甸的技术都是几十万年前地球的科技，还是不完全版本，具体参考冬眠爸爸的武器。
2020-10-01 07:32:53,决空的天灵决,因为无差别打击对于宇宙来说或许只是一个很小的部分，甚至宇宙中可能还存在十维的空间，无差别打击这个概念放到宏大的宇宙里面只是微乎其微吧？
2020-10-01 02:49:26,LONESOME-永恒,藏好自己，做好清理
2020-09-30 22:37:53,爱水彩的柴芝,黑，真他妈黑[多多捂脸][多多捂脸][多多捂脸]大史灵魂发言
2020-09-30 20:21:48,鬼人正邪_ZBC,女娲是智子（确信）
2020-09-30 19:07:00,山有桃夭,赫尔辛基肯斯坦
2020-09-30 18:49:02,翼之轴,哈哈哈，意想不到
2020-09-30 18:39:18,星战aaa,脱水脱水
2020-09-30 18:38:49,星战aaa,草率了[大哭][大哭][大哭]
2020-09-30 13:56:00,哈兰拳王,哪怕韦德的枪法再好一点点，人类的结局就能被改写
2020-09-30 09:01:43,理律萝鸭,是猪心  二向箔是杀人
2020-09-30 00:27:13,锦瑟思念华年,黑，真tm黑
2020-09-29 23:57:56,解忧-小孩,我在末日等你
2020-09-29 19:57:17,不如一起_,这是我九级听到的第一首歌啊
2020-09-29 11:44:49,墓楚,我看了几年Tf，没听说过铁基说法。。。他们是硅基生命体😂
2020-09-29 09:26:45,病態燒酒,人类不感谢罗辑；人类选择了程心
2020-09-29 07:57:04,卓sir_sFuZ,"食堂就是一座黑暗森林,每个学生都是带饭卡的对手,像鲨鱼般在打饭台间穿梭,无声拨开挡路的同窗,竭力不让脚程在穿梭间有一点浪费,连呼吸都完美调整；他必须尽力,因为食堂内到处都有与他一样打饭的学生。如果他发现了美味的菜肴，能做的只有一件事：立即打到碗里来?在这个食堂内，他人就是地狱"
2020-09-28 21:56:16,罗密欧狐舞步,快更新！
2020-09-28 20:36:32,一只三文鱼2004,我就猜有女权会急，身体原著当中，埕心完全知道他毁灭了这个世界，只是找到了，让他苟活下去的信心。三体中的男性和女性不是单指性别，男性指的是人类内心深处的逻辑理性还有兽性，女性指的是人类内心深处的懦弱与善良和人性。只有理性才是文明的前进方向，对敌人善良往往会毁掉自己。
2020-09-28 20:34:34,一只三文鱼2004,我们三体人曾经为执剑人做过一个威慑值评测仪，你的威慑值就像一条蠕动的虫子，在10%之间蠕动，而逻辑就像一条凶猛的蛇，在90%之间波动。而韦德，智子摇了摇头，如果人类选择了他，这一切都不再会发生。
2020-09-28 19:01:33,萝卜味少年,其实刘慈欣本来是想把程心写…成…男…的…！
2020-09-28 18:11:08,此世绝对之恶--萌王,奥特曼可是光子生命。。。
2020-09-28 15:08:17,点燃黑暗森林的火星,自然选择，前进四！蓝色空间，前进四！
2020-09-28 15:06:56,点燃黑暗森林的火星,瑞思拜瑞思拜！！！
2020-09-28 12:11:12,duck不必的阿巴阿巴,#三体#
2020-09-28 00:41:53,呐_我是chara哦,不不不，汪淼是一部的主角，我在这里这么说是在玩梗啦
2020-09-27 21:28:48,九客寒风晚,不要回答！不要回答！不要回答！
2020-09-27 20:54:48,小白2403,在想什么？好好在看看书里对三体人的描述，他们想的就是尽快灭掉
2020-09-27 20:22:42,法外狂徒_章三,好像就是以后的罗辑吧？
2020-09-27 08:51:35,稿费不过百万誓不改名,消灭人类暴政
2020-09-27 01:22:32,呐_我是chara哦,“只送大脑”“没关系的，都一样”“猜疑链与技术爆炸”“台球像麻雀一样乱飞”汪 淼 是 谁（
2020-09-27 00:30:19,颤抖的棺材,很多伟人都是这个时候去世––仰望星空的人，最终归于星空
2020-09-27 00:00:17,人语湖口笙,智子
2020-09-26 23:24:15,fza0,鲁迅说：女人就是害人的东西。真的，在阿q正传里面
2020-09-26 23:19:54,fza0,就知道放屁
2020-09-26 22:25:55,今夜月虽美,我感觉《我三》几乎不可能被其它我三作品超越了，这几乎是天花板级别的用心.......
2020-09-26 21:46:32,淡若一身,歌者敢如此大张旗鼓，有可能是原四维生命？
2020-09-26 21:37:59,御坂小一,消灭人类暴政，世界属于三体！
2020-09-26 21:36:17,御坂小一,抓到一只落单的御坂
2020-09-26 21:34:14,淡若一身,发错号了..
2020-09-26 21:33:15,淡若一身,而弄干海，上了陆地，会不会指的是高级文明之间的低纬度化，接着创造小型宇宙躲过“海水的干涸”？，文中讲每个维度都有自己的黑暗森林，而三体等文明准备依靠小宇宙躲过二向化，也就是从三维度黑暗森林进入二维度黑暗森林。也说明了曾经的降维打击
2020-09-26 21:32:55,淡若一身,这会不会说明原本高纬度的宇宙可能是因为高级文明互相降维度攻击导致低纬度化的？，最终四维度的宇宙也向宏观三维化，但正如歌者所言，宇宙已经开始准备二向化了，而四维度碎片，正是三向化的四维度最后生存点，而将来在二维的宇宙，是否也会有二维度的生命进入为二向化的三维碎片呢？
2020-09-26 21:32:22,淡若一身,“海干了，鱼就要聚集在水洼里”“把海弄干的鱼不在”“把海弄干的鱼在海干前上了陆地，从一片黑暗森林奔向另一片黑暗森林”“宇宙原本可能十一维度的”“是到处都在用，可我们以前多少还有些节制，现在..”“是不是母世界已经准备二向化了？”
2020-09-26 21:30:52,野樱曲奇,“海干了，鱼就要聚集在水洼里”“把海弄干的鱼不在”“把海弄干的鱼在海干前上了陆地，从一片黑暗森林奔向另一片黑暗森林”“宇宙原本可能十一维度的”“是到处都在用，可我们以前多少还有些节制，现在..”“是不是母世界已经准备二向化了？”
2020-09-26 20:59:32,加勒比海盗帅,在教室自习抄实验报告，突然播到这首歌，我莫名抬头看了眼夜空
2020-09-26 18:37:40,孤幽海夜,最高致意，属于罗辑
2020-09-26 18:34:31,孤幽海夜,人类选择了死神
2020-09-26 18:29:56,孤幽海夜,醒醒，你火了
2020-09-26 18:27:40,孤幽海夜,真实
2020-09-26 18:25:11,孤幽海夜,666
2020-09-26 18:22:30,无恙Rangers,毁灭你，与你何干？
2020-09-26 18:11:16,孤幽海夜,醒醒，你火了
2020-09-26 18:09:12,孤幽海夜,自然选择，前进四
2020-09-26 15:49:55,155的大猛1,死在了找水的路上
2020-09-26 15:08:27,某宇宙排险者,啊，看那，傻孩子燃起了火堆～然后黑暗森林烧起来了（滑稽
2020-09-26 14:51:25,嘿-这儿是阿浩,萨伊缓缓抬起了她的右手，罗辑的目光，跟着那只手移动，发现它并没有指向第一排。萨伊的手指向了他——“第四位面壁者：罗辑。”
2020-09-26 13:22:28,淡若一身,罗辑本来能跑的，但他不想跑了，应该是他自己杀了自己
2020-09-26 11:52:24,鎴hh,虫子从未被打败过
2020-09-26 11:42:10,T-eo,hxd起床了。
2020-09-26 11:04:59,法外狂徒_章三,自然选择，前进四！
2020-09-26 07:36:16,御坂14326号,霍金并没有死，他只是看穿了黑暗森林法则，于是决定冬眠到末日之战。成为执剑者，他表情僵硬，又不会说话。三体人将无法分析他的威胁度！他将与主直接对决！
2020-09-26 06:34:23,可怜的滑稽的小朋友,意思就是三体人一动维德就会毫不犹豫的按下去，而其他人只是有极大的可能按下去
2020-09-25 21:29:17,止戈为武mfatbuoftmopao,脱离小说看设定，我觉得不行。
2020-09-25 21:27:51,止戈为武mfatbuoftmopao,虚拟现实侵略地球的野心
2020-09-25 18:40:50,小花雨_,延续三体文明，小学生
2020-09-25 18:40:31,小花雨_,是占领地球
2020-09-25 18:40:18,小花雨_,所以这就是胡编乱造的理由？
2020-09-24 22:06:49,暴风雨中的小提琴,“黑暗森林”伴随电音出来的时候，一身鸡皮疙瘩[惊恐]
2020-09-24 21:23:48,人畜无害killa酱,罗非鱼[多多笑哭]
2020-09-24 19:24:01,青O_o染,中途接手的 现在不是越来越好吗
2020-09-23 21:31:43,烟云梦染,咳咳咳，你就一边去，这个东西就不要说了[大哭]
2020-09-23 21:31:08,烟云梦染,我们是同志了[大哭]
2020-09-23 18:53:38,小花雨_,逐渐eve化
2020-09-23 18:51:22,小花雨_,三体：晶！
2020-09-23 18:49:01,小花雨_,eve都有超光速粒子来着了吧
2020-09-23 18:41:30,枫晔令,他们是烈士吗？不是那他们是英雄吗？不是他们是历史
2020-09-23 18:38:06,小花雨_,脉冲星而已，不稳定，而且解读技术要求很高
2020-09-23 18:31:55,小花雨_,三体人也会攻击，因为他们已没有选择，如果他们不先攻击，地球再来两次技术爆炸直接超越三体
2020-09-23 18:19:35,冰镇西瓜嫑西瓜,黑，真TM的黑
2020-09-22 21:33:12,Mr_Meeseks,前进！前进！不择手段的前进！
2020-09-22 20:56:30,XXTKAL123,葡萄酒:‘我差点单杀了罗辑’
2020-09-22 10:53:07,自有永有者,宇宙给你炸了，还能给你复原的中级文明
2020-09-21 23:03:52,云箫之梦,流浪地球小说结尾
2020-09-21 21:15:29,不爱菊爱美人,叶文洁可不一样，她就是女版韦德
2020-09-21 21:11:20,不爱菊爱美人,大自然真的是自然吗？
2020-09-21 20:35:49,末影小黑ace,寒冬：我差点单杀了逻辑
2020-09-21 19:53:42,九気,小女孩，你看，我遵守了诺言
2020-09-21 13:40:58,薛定谔狗,书中对罗辑骗过智子的过程描述不够。希恩斯一个负号骗过智子，对罗辑启发应该很大，也没详细说。拍片的话，这段其实可以做的精彩一些
2020-09-21 03:01:22,拂晓__Dawn__,已经破万啦[多多大笑]
2020-09-21 01:01:44,千舍利_,版权问题解决就可以了
2020-09-20 21:13:37,三匝难依,感觉归零者更像是从上个宇宙毁灭中幸存下来的，一个比现在这个正在毁灭的宇宙更高级的宇宙
2020-09-20 21:01:30,三匝难依,巴尔坦星人表示不服
2020-09-20 20:40:04,账号已注销但老子又tm申请回来了,三体电影夭寿就有点过分了啊
2020-09-20 20:26:57,夂朲丄,傻孩子笑着挥手说我在这里
